,AAPL,GOOG,MSFT
2024-12-09 14:30:00+00:00,242.41000366210938,,442.25750732421875
2024-12-09 14:31:00+00:00,242.802001953125,,444.79010009765625
2024-12-09 14:32:00+00:00,243.05499267578125,,444.260009765625
2024-12-09 14:33:00+00:00,242.97999572753906,,443.5050048828125
2024-12-09 14:34:00+00:00,243.25,,442.79998779296875
2024-12-09 14:35:00+00:00,242.84820556640625,,442.3500061035156
2024-12-09 14:36:00+00:00,242.6999969482422,,442.4700012207031
2024-12-09 14:37:00+00:00,242.85000610351562,,442.00579833984375
2024-12-09 14:38:00+00:00,242.94000244140625,,441.114990234375
2024-12-09 14:39:00+00:00,242.89999389648438,,442.0694885253906
2024-12-09 14:40:00+00:00,242.9199981689453,,441.7200012207031
2024-12-09 14:41:00+00:00,242.92999267578125,,441.19000244140625
2024-12-09 14:42:00+00:00,242.97999572753906,,440.80999755859375
2024-12-09 14:43:00+00:00,243.0500946044922,,441.0199890136719
2024-12-09 14:44:00+00:00,243.27000427246094,,440.8299865722656
2024-12-09 14:45:00+00:00,243.5,,441.1000061035156
2024-12-09 14:46:00+00:00,243.63999938964844,,441.1600036621094
2024-12-09 14:47:00+00:00,243.86000061035156,,441.885009765625
2024-12-09 14:48:00+00:00,243.8134002685547,,441.3999938964844
2024-12-09 14:49:00+00:00,243.95010375976562,,442.12750244140625
2024-12-09 14:50:00+00:00,244.0200958251953,,442.2900085449219
2024-12-09 14:51:00+00:00,243.94549560546875,,442.1099853515625
2024-12-09 14:52:00+00:00,244.0800018310547,,442.4585876464844
2024-12-09 14:53:00+00:00,243.7899932861328,,442.6000061035156
2024-12-09 14:54:00+00:00,243.97000122070312,,442.75
2024-12-09 14:55:00+00:00,243.82000732421875,,442.2699890136719
2024-12-09 14:56:00+00:00,243.73069763183594,,442.3699951171875
2024-12-09 14:57:00+00:00,243.76400756835938,,442.1496887207031
2024-12-09 14:58:00+00:00,243.54010009765625,,441.6650085449219
2024-12-09 14:59:00+00:00,243.92999267578125,,442.3399963378906
2024-12-09 15:00:00+00:00,243.85000610351562,,442.1600036621094
2024-12-09 15:01:00+00:00,243.99000549316406,,442.7200012207031
2024-12-09 15:02:00+00:00,243.860107421875,,442.6799011230469
2024-12-09 15:03:00+00:00,244.02999877929688,,442.3900146484375
2024-12-09 15:04:00+00:00,244.31959533691406,,442.68011474609375
2024-12-09 15:05:00+00:00,244.25,,443.0400085449219
2024-12-09 15:06:00+00:00,244.21029663085938,,443.19000244140625
2024-12-09 15:07:00+00:00,244.41000366210938,,443.44000244140625
2024-12-09 15:08:00+00:00,244.53500366210938,,443.67498779296875
