,AAPL,GOOG,MSFT
2024-11-18 14:30:00+00:00,226.1999969482422,174.67999267578125,
2024-11-18 14:31:00+00:00,226.5659942626953,174.67999267578125,
2024-11-18 14:32:00+00:00,226.67999267578125,175.02000427246094,
2024-11-18 14:33:00+00:00,226.41000366210938,174.88999938964844,
2024-11-18 14:34:00+00:00,226.49000549316406,174.97000122070312,
2024-11-18 14:35:00+00:00,226.22000122070312,175.00999450683594,
2024-11-18 14:36:00+00:00,226.6649932861328,175.32400512695312,
2024-11-18 14:37:00+00:00,226.72000122070312,175.14500427246094,
2024-11-18 14:38:00+00:00,226.57009887695312,175.08999633789062,
2024-11-18 14:39:00+00:00,226.32000732421875,175.22000122070312,
2024-11-18 14:40:00+00:00,226.57989501953125,175.13999938964844,
2024-11-18 14:41:00+00:00,226.47000122070312,175.00999450683594,
2024-11-18 14:42:00+00:00,226.61000061035156,174.9600067138672,
2024-11-18 14:43:00+00:00,226.7136993408203,174.94500732421875,
2024-11-18 14:44:00+00:00,226.9600067138672,174.8809051513672,
2024-11-18 14:45:00+00:00,226.85499572753906,174.97999572753906,
2024-11-18 14:46:00+00:00,226.96499633789062,174.9199981689453,
2024-11-18 14:47:00+00:00,226.6199951171875,175.14999389648438,
2024-11-18 14:48:00+00:00,226.58999633789062,175.00999450683594,
2024-11-18 14:49:00+00:00,226.6999969482422,175.40499877929688,
2024-11-18 14:50:00+00:00,226.61500549316406,175.19500732421875,
2024-11-18 14:51:00+00:00,226.41639709472656,175.10000610351562,
2024-11-18 14:52:00+00:00,226.72999572753906,175.22999572753906,
2024-11-18 14:53:00+00:00,226.75999450683594,175.22000122070312,
2024-11-18 14:54:00+00:00,227.0399932861328,175.22999572753906,
2024-11-18 14:55:00+00:00,226.94500732421875,175.07000732421875,
2024-11-18 14:56:00+00:00,226.97999572753906,174.9499969482422,
2024-11-18 14:57:00+00:00,226.97000122070312,174.97000122070312,
2024-11-18 14:58:00+00:00,227.00999450683594,174.9250030517578,
2024-11-18 14:59:00+00:00,226.82000732421875,174.7899932861328,
2024-11-18 15:00:00+00:00,226.9149932861328,174.77490234375,
2024-11-18 15:01:00+00:00,226.91220092773438,174.74000549316406,
2024-11-18 15:02:00+00:00,227.1649932861328,174.86000061035156,
2024-11-18 15:03:00+00:00,227.27999877929688,174.91000366210938,
2024-11-18 15:04:00+00:00,227.25999450683594,174.9600067138672,
2024-11-18 15:05:00+00:00,227.25,174.86000061035156,
2024-11-18 15:06:00+00:00,227.3000030517578,174.73019409179688,
2024-11-18 15:07:00+00:00,227.33360290527344,174.7899932861328,
2024-11-18 15:08:00+00:00,227.4600067138672,174.75999450683594,
2024-11-18 15:09:00+00:00,227.3699951171875,174.71499633789062,
2024-11-18 15:10:00+00:00,227.3300018310547,174.6999969482422,
2024-11-18 15:11:00+00:00,227.30999755859375,174.610595703125,
2024-11-18 15:12:00+00:00,227.27999877929688,174.64059448242188,
2024-11-18 15:13:00+00:00,227.22000122070312,174.50250244140625,
2024-11-18 15:14:00+00:00,227.64999389648438,174.61000061035156,
2024-11-18 15:15:00+00:00,227.60000610351562,174.7050018310547,
2024-11-18 15:16:00+00:00,227.69000244140625,174.57000732421875,
2024-11-18 15:17:00+00:00,227.86000061035156,174.55999755859375,
2024-11-18 15:18:00+00:00,227.88380432128906,174.58999633789062,
2024-11-18 15:19:00+00:00,227.92999267578125,174.5399932861328,
2024-11-18 15:20:00+00:00,228.11239624023438,174.55999755859375,
2024-11-18 15:21:00+00:00,227.82000732421875,174.68380737304688,
2024-11-18 15:22:00+00:00,227.80999755859375,174.69000244140625,
2024-11-18 15:23:00+00:00,227.97999572753906,174.62879943847656,
2024-11-18 15:24:00+00:00,228.17999267578125,174.6699981689453,
2024-11-18 15:25:00+00:00,228.0800018310547,174.7100067138672,
2024-11-18 15:26:00+00:00,228.139892578125,174.75990295410156,
2024-11-18 15:27:00+00:00,228.1300048828125,174.8000030517578,
2024-11-18 15:28:00+00:00,228.02000427246094,174.88999938964844,
2024-11-18 15:29:00+00:00,228.10000610351562,174.99000549316406,
2024-11-18 15:30:00+00:00,228.5500030517578,175.17999267578125,
2024-11-18 15:31:00+00:00,228.56719970703125,175.32000732421875,
2024-11-18 15:32:00+00:00,228.58999633789062,175.38999938964844,
2024-11-18 15:33:00+00:00,228.5399932861328,175.4949951171875,
2024-11-18 15:34:00+00:00,228.72059631347656,175.5800018310547,
2024-11-18 15:35:00+00:00,228.67999267578125,175.67999267578125,
2024-11-18 15:36:00+00:00,228.67489624023438,175.61000061035156,
2024-11-18 15:37:00+00:00,228.6199951171875,175.60000610351562,
2024-11-18 15:38:00+00:00,228.38999938964844,175.6199951171875,
2024-11-18 15:39:00+00:00,228.5500030517578,175.42019653320312,
2024-11-18 15:40:00+00:00,228.6300048828125,175.28500366210938,
2024-11-18 15:41:00+00:00,228.7100067138672,175.27999877929688,
2024-11-18 15:42:00+00:00,228.62759399414062,175.22000122070312,
2024-11-18 15:43:00+00:00,228.55999755859375,175.2899932861328,
2024-11-18 15:44:00+00:00,228.49000549316406,175.43499755859375,
