Datetime,AAPL,GOOG,MSFT
2025-02-10 14:30:00+00:00,229.6300048828125,188.19000244140625,412.6700134277344
2025-02-10 14:31:00+00:00,229.63999938964844,187.8249969482422,412.375
2025-02-10 14:32:00+00:00,230.210693359375,188.09500122070312,412.4150085449219
2025-02-10 14:33:00+00:00,230.1199951171875,188.26019287109375,412.55999755859375
2025-02-10 14:34:00+00:00,229.8000030517578,188.13499450683594,412.30999755859375
2025-02-10 14:35:00+00:00,229.88999938964844,187.8000030517578,412.75
2025-02-10 14:36:00+00:00,229.49000549316406,188.22500610351562,413.1700134277344
2025-02-10 14:37:00+00:00,229.3061981201172,188.02000427246094,413.0400085449219
2025-02-10 14:38:00+00:00,229.62840270996094,188.30999755859375,412.55999755859375
2025-02-10 14:39:00+00:00,229.4011993408203,188.07000732421875,412.7049865722656
2025-02-10 14:40:00+00:00,229.4904022216797,188.125,412.3550109863281
2025-02-10 14:41:00+00:00,229.40499877929688,188.625,412.489990234375
2025-02-10 14:42:00+00:00,229.4600067138672,188.51010131835938,412.5299987792969
2025-02-10 14:43:00+00:00,229.19000244140625,188.54200744628906,412.6246032714844
2025-02-10 14:44:00+00:00,229.83999633789062,188.61500549316406,412.5849914550781
2025-02-10 14:45:00+00:00,230.13999938964844,188.60499572753906,413.0346984863281
2025-02-10 14:46:00+00:00,230.38999938964844,188.5897979736328,413.3699951171875
2025-02-10 14:47:00+00:00,229.82110595703125,188.16000366210938,412.6499938964844
2025-02-10 14:48:00+00:00,229.80999755859375,188.51609802246094,412.8999938964844
2025-02-10 14:49:00+00:00,229.64999389648438,188.2100067138672,412.3800048828125
2025-02-10 14:50:00+00:00,229.8699951171875,188.0500030517578,412.32598876953125
2025-02-10 14:51:00+00:00,229.68699645996094,188.07339477539062,412.0299987792969
2025-02-10 14:52:00+00:00,229.66000366210938,188.19000244140625,412.5400085449219
2025-02-10 14:53:00+00:00,229.67999267578125,188.28500366210938,412.2699890136719
2025-02-10 14:54:00+00:00,229.75,188.08999633789062,412.20001220703125
2025-02-10 14:55:00+00:00,229.4600067138672,188.08999633789062,412.114990234375
2025-02-10 14:56:00+00:00,229.36000061035156,188.10000610351562,412.1658020019531
2025-02-10 14:57:00+00:00,229.41000366210938,188.45010375976562,412.31500244140625
2025-02-10 14:58:00+00:00,229.20550537109375,188.39500427246094,412.3453063964844
2025-02-10 14:59:00+00:00,229.16000366210938,188.47000122070312,412.32501220703125
2025-02-10 15:00:00+00:00,228.835205078125,188.6300048828125,412.5299987792969
2025-02-10 15:01:00+00:00,228.8800048828125,188.90370178222656,412.9599914550781
2025-02-10 15:02:00+00:00,229.00999450683594,188.8800048828125,412.79998779296875
2025-02-10 15:03:00+00:00,228.89999389648438,189.02499389648438,412.739990234375
2025-02-10 15:04:00+00:00,229.13999938964844,189.1179962158203,412.8080139160156
2025-02-10 15:05:00+00:00,229.36000061035156,189.33999633789062,413.239990234375
2025-02-10 15:06:00+00:00,229.639892578125,189.51010131835938,413.2406921386719
2025-02-10 15:07:00+00:00,229.68499755859375,189.8000030517578,413.8255920410156
2025-02-10 15:08:00+00:00,230.0,189.9499969482422,414.19000244140625
2025-02-10 15:09:00+00:00,230.1699981689453,189.75999450683594,414.19000244140625
2025-02-10 15:10:00+00:00,230.31500244140625,189.7449951171875,414.0455017089844
2025-02-10 15:11:00+00:00,230.33999633789062,189.58999633789062,413.7650146484375
2025-02-10 15:12:00+00:00,230.42820739746094,189.50999450683594,414.0273132324219
2025-02-10 15:13:00+00:00,230.4199981689453,189.60499572753906,414.2300109863281
2025-02-10 15:14:00+00:00,230.4949951171875,189.5399932861328,414.0299987792969
2025-02-10 15:15:00+00:00,230.3300018310547,189.49000549316406,413.9800109863281
2025-02-10 15:16:00+00:00,230.19020080566406,189.61000061035156,414.19000244140625
2025-02-10 15:17:00+00:00,230.1699981689453,189.5749969482422,414.0
2025-02-10 15:18:00+00:00,229.9149932861328,189.64999389648438,413.93499755859375
2025-02-10 15:19:00+00:00,229.92999267578125,189.6501007080078,413.9100036621094
2025-02-10 15:20:00+00:00,229.96499633789062,189.80999755859375,413.8299865722656
2025-02-10 15:21:00+00:00,230.02499389648438,189.67999267578125,413.9200134277344
2025-02-10 15:22:00+00:00,230.08779907226562,189.72999572753906,414.2699890136719
2025-02-10 15:23:00+00:00,230.10000610351562,189.63279724121094,414.3599853515625
2025-02-10 15:24:00+00:00,230.1699981689453,189.63270568847656,414.2900085449219
2025-02-10 15:25:00+00:00,230.14999389648438,189.5200958251953,414.25
2025-02-10 15:26:00+00:00,230.22000122070312,189.49899291992188,414.239013671875
2025-02-10 15:27:00+00:00,230.07000732421875,189.54469299316406,414.1099853515625
2025-02-10 15:28:00+00:00,229.9199981689453,189.57989501953125,414.2018127441406
2025-02-10 15:29:00+00:00,229.86619567871094,189.60000610351562,414.19000244140625
2025-02-10 15:30:00+00:00,229.75,189.75999450683594,414.07501220703125
2025-02-10 15:31:00+00:00,229.60499572753906,189.80999755859375,414.1600036621094
2025-02-10 15:32:00+00:00,229.6300048828125,189.8511962890625,414.44000244140625
2025-02-10 15:33:00+00:00,229.5449981689453,189.77999877929688,414.6099853515625
2025-02-10 15:34:00+00:00,229.52999877929688,189.72659301757812,414.69000244140625
2025-02-10 15:35:00+00:00,229.6300048828125,189.89700317382812,414.29998779296875
2025-02-10 15:36:00+00:00,229.73500061035156,189.8000030517578,414.4700012207031
2025-02-10 15:37:00+00:00,229.7176055908203,189.77499389648438,414.5799865722656
2025-02-10 15:38:00+00:00,229.72999572753906,189.72500610351562,414.4849853515625
2025-02-10 15:39:00+00:00,229.67999267578125,189.75010681152344,414.3800048828125
2025-02-10 15:40:00+00:00,229.70799255371094,189.68069458007812,414.510009765625
2025-02-10 15:41:00+00:00,229.6999969482422,189.625,414.4549865722656
2025-02-10 15:42:00+00:00,229.3800048828125,189.52000427246094,414.30999755859375
2025-02-10 15:43:00+00:00,229.4550018310547,189.62469482421875,414.39569091796875
2025-02-10 15:44:00+00:00,229.36000061035156,189.6999969482422,414.3999938964844
2025-02-10 15:45:00+00:00,229.55999755859375,189.72999572753906,414.57000732421875
2025-02-10 15:46:00+00:00,229.39999389648438,189.6260986328125,414.6600036621094
2025-02-10 15:47:00+00:00,229.40499877929688,189.6649932861328,414.6600036621094
2025-02-10 15:48:00+00:00,229.27999877929688,189.52000427246094,414.54010009765625
2025-02-10 15:49:00+00:00,229.32000732421875,189.2899932861328,414.4599914550781
2025-02-10 15:50:00+00:00,229.25999450683594,189.20199584960938,414.5400085449219
2025-02-10 15:51:00+00:00,229.1699981689453,188.96499633789062,414.54998779296875
2025-02-10 15:52:00+00:00,229.21189880371094,188.9199981689453,414.5101013183594
2025-02-10 15:53:00+00:00,229.2100067138672,188.92999267578125,414.5292053222656
2025-02-10 15:54:00+00:00,229.44000244140625,189.08999633789062,414.5906066894531
2025-02-10 15:55:00+00:00,229.41079711914062,189.30999755859375,414.7900085449219
2025-02-10 15:56:00+00:00,229.15020751953125,189.16000366210938,414.739990234375
2025-02-10 15:57:00+00:00,228.9801025390625,189.0500030517578,414.6617126464844
2025-02-10 15:58:00+00:00,229.09500122070312,189.12820434570312,414.8999938964844
2025-02-10 15:59:00+00:00,229.0399932861328,189.11000061035156,414.92999267578125
2025-02-10 16:00:00+00:00,229.2100067138672,189.1887969970703,415.3399963378906
2025-02-10 16:01:00+00:00,229.07000732421875,189.2100067138672,415.1199951171875
2025-02-10 16:02:00+00:00,229.22999572753906,189.41000366210938,415.1199951171875
2025-02-10 16:03:00+00:00,229.1199951171875,189.32000732421875,415.1499938964844
