,AAPL,GOOG,MSFT
2025-02-12 14:30:00+00:00,231.80999755859375,,404.8699951171875
2025-02-12 14:31:00+00:00,230.9250030517578,,405.40771484375
2025-02-12 14:32:00+00:00,231.24249267578125,,406.80499267578125
2025-02-12 14:33:00+00:00,231.49859619140625,,406.8800048828125
2025-02-12 14:34:00+00:00,231.19000244140625,,407.1700134277344
2025-02-12 14:35:00+00:00,231.39500427246094,,407.0
2025-02-12 14:36:00+00:00,231.72999572753906,,407.69000244140625
2025-02-12 14:37:00+00:00,231.8300018310547,,407.6650085449219
2025-02-12 14:38:00+00:00,231.97999572753906,,407.6910095214844
2025-02-12 14:39:00+00:00,231.5,,407.96661376953125
2025-02-12 14:40:00+00:00,231.43499755859375,,407.9150085449219
2025-02-12 14:41:00+00:00,231.4499969482422,,408.0299987792969
2025-02-12 14:42:00+00:00,231.4600067138672,,407.58349609375
2025-02-12 14:43:00+00:00,231.6999969482422,,407.67498779296875
2025-02-12 14:44:00+00:00,231.61000061035156,,407.8599853515625
2025-02-12 14:45:00+00:00,231.74000549316406,,408.04998779296875
2025-02-12 14:46:00+00:00,231.44000244140625,,408.1600036621094
2025-02-12 14:47:00+00:00,231.41000366210938,,407.80999755859375
2025-02-12 14:48:00+00:00,231.66000366210938,,407.9100036621094
2025-02-12 14:49:00+00:00,231.99009704589844,,408.3900146484375
2025-02-12 14:50:00+00:00,231.92999267578125,,408.07000732421875
2025-02-12 14:51:00+00:00,232.13999938964844,,408.260009765625
2025-02-12 14:52:00+00:00,232.35000610351562,,408.79998779296875
2025-02-12 14:53:00+00:00,232.44000244140625,,408.489990234375
2025-02-12 14:54:00+00:00,232.72999572753906,,408.44500732421875
2025-02-12 14:55:00+00:00,232.6999969482422,,408.2900085449219
2025-02-12 14:56:00+00:00,232.6300048828125,,408.70001220703125
2025-02-12 14:57:00+00:00,232.77000427246094,,408.1700134277344
2025-02-12 14:58:00+00:00,232.58999633789062,,408.4599914550781
2025-02-12 14:59:00+00:00,232.55999755859375,,408.25
2025-02-12 15:00:00+00:00,232.4550018310547,,407.95001220703125
2025-02-12 15:01:00+00:00,232.27999877929688,,407.5150146484375
2025-02-12 15:02:00+00:00,232.11000061035156,,407.3999938964844
2025-02-12 15:03:00+00:00,232.0601043701172,,407.510009765625
2025-02-12 15:04:00+00:00,231.82000732421875,,407.51519775390625
2025-02-12 15:05:00+00:00,231.73410034179688,,407.5400085449219
2025-02-12 15:06:00+00:00,231.75,,407.4649963378906
2025-02-12 15:07:00+00:00,231.85000610351562,,407.6650085449219
2025-02-12 15:08:00+00:00,232.02029418945312,,407.5450134277344
2025-02-12 15:09:00+00:00,232.08949279785156,,407.7049865722656
2025-02-12 15:10:00+00:00,231.9199981689453,,407.57000732421875
2025-02-12 15:11:00+00:00,231.52999877929688,,407.2099914550781
2025-02-12 15:12:00+00:00,231.40499877929688,,407.16900634765625
2025-02-12 15:13:00+00:00,232.3300018310547,,407.32000732421875
2025-02-12 15:14:00+00:00,231.86500549316406,,407.3399963378906
2025-02-12 15:15:00+00:00,231.93499755859375,,407.8163146972656
2025-02-12 15:16:00+00:00,232.26519775390625,,408.3179931640625
2025-02-12 15:17:00+00:00,232.38999938964844,,408.30999755859375
2025-02-12 15:18:00+00:00,232.75,,408.8900146484375
2025-02-12 15:19:00+00:00,232.75999450683594,,408.8934020996094
2025-02-12 15:20:00+00:00,232.9600067138672,,408.94000244140625
2025-02-12 15:21:00+00:00,233.4250030517578,,409.1000061035156
