Datetime,AAPL,GOOG,MSFT
2025-04-04 13:30:00+00:00,196.13009643554688,150.31500244140625,365.7099914550781
2025-04-04 13:31:00+00:00,195.9499969482422,151.60000610351562,365.0
2025-04-04 13:32:00+00:00,196.30999755859375,150.97000122070312,365.3999938964844
2025-04-04 13:33:00+00:00,195.43499755859375,151.19000244140625,365.9949951171875
2025-04-04 13:34:00+00:00,196.84500122070312,151.10000610351562,366.0400085449219
2025-04-04 13:35:00+00:00,196.9499969482422,150.8300018310547,365.08740234375
2025-04-04 13:36:00+00:00,197.16000366210938,150.6300048828125,364.20001220703125
2025-04-04 13:37:00+00:00,197.59500122070312,150.9600067138672,365.0400085449219
2025-04-04 13:38:00+00:00,197.72000122070312,150.58399963378906,364.6600036621094
2025-04-04 13:39:00+00:00,198.19500732421875,150.77000427246094,364.9700012207031
2025-04-04 13:40:00+00:00,197.13999938964844,150.5749969482422,364.989990234375
2025-04-04 13:41:00+00:00,196.5312957763672,150.0800018310547,364.7349853515625
2025-04-04 13:42:00+00:00,196.11099243164062,150.22000122070312,364.8900146484375
2025-04-04 13:43:00+00:00,195.96499633789062,150.82000732421875,365.7217102050781
2025-04-04 13:44:00+00:00,195.9550018310547,150.52999877929688,365.55999755859375
2025-04-04 13:45:00+00:00,197.34500122070312,150.8607940673828,366.55999755859375
2025-04-04 13:46:00+00:00,198.0800018310547,151.1750030517578,367.95001220703125
2025-04-04 13:47:00+00:00,198.0850067138672,151.25999450683594,368.5726013183594
2025-04-04 13:48:00+00:00,198.9149932861328,151.67999267578125,369.8399963378906
2025-04-04 13:49:00+00:00,197.9499969482422,151.32179260253906,369.739990234375
2025-04-04 13:50:00+00:00,198.84500122070312,151.6999053955078,370.5199890136719
2025-04-04 13:51:00+00:00,198.8249969482422,151.7899932861328,370.385009765625
2025-04-04 13:52:00+00:00,199.2790985107422,152.3300018310547,370.260009765625
2025-04-04 13:53:00+00:00,199.5800018310547,152.33999633789062,370.6549987792969
2025-04-04 13:54:00+00:00,198.5050048828125,152.07000732421875,369.5400085449219
2025-04-04 13:55:00+00:00,198.02999877929688,151.96499633789062,369.45001220703125
2025-04-04 13:56:00+00:00,198.84010314941406,152.47999572753906,371.0400085449219
2025-04-04 13:57:00+00:00,199.41000366210938,153.00999450683594,372.1549987792969
2025-04-04 13:58:00+00:00,199.09750366210938,152.92999267578125,372.4598083496094
2025-04-04 13:59:00+00:00,199.23500061035156,152.7949981689453,372.4700012207031
2025-04-04 14:00:00+00:00,198.52999877929688,152.41000366210938,373.1600036621094
2025-04-04 14:01:00+00:00,197.7100067138672,152.00999450683594,373.0799865722656
2025-04-04 14:02:00+00:00,197.39999389648438,152.14500427246094,372.7099914550781
2025-04-04 14:03:00+00:00,197.39999389648438,152.13999938964844,373.35430908203125
2025-04-04 14:04:00+00:00,197.3199005126953,151.83999633789062,374.0799865722656
2025-04-04 14:05:00+00:00,197.23739624023438,151.6300048828125,373.364990234375
2025-04-04 14:06:00+00:00,196.80999755859375,151.50999450683594,373.0799865722656
2025-04-04 14:07:00+00:00,196.9149932861328,151.72000122070312,372.8999938964844
2025-04-04 14:08:00+00:00,197.05999755859375,151.33999633789062,372.2550048828125
2025-04-04 14:09:00+00:00,196.9844970703125,151.0800018310547,371.70001220703125
2025-04-04 14:10:00+00:00,196.74000549316406,150.97999572753906,371.3500061035156
2025-04-04 14:11:00+00:00,196.91000366210938,150.82000732421875,371.3900146484375
2025-04-04 14:12:00+00:00,195.94009399414062,150.6699981689453,371.05999755859375
2025-04-04 14:13:00+00:00,197.04049682617188,150.52999877929688,371.5
2025-04-04 14:14:00+00:00,196.9409942626953,150.49000549316406,371.42999267578125
2025-04-04 14:15:00+00:00,196.60000610351562,150.4149932861328,370.8699951171875
2025-04-04 14:16:00+00:00,196.92999267578125,150.6699981689453,371.5400085449219
2025-04-04 14:17:00+00:00,196.9149932861328,150.6999969482422,372.0799865722656
2025-04-04 14:18:00+00:00,196.90499877929688,150.8249969482422,371.8699951171875
2025-04-04 14:19:00+00:00,197.3477020263672,150.8800048828125,372.3599853515625
2025-04-04 14:20:00+00:00,197.02999877929688,151.15499877929688,373.010009765625
2025-04-04 14:21:00+00:00,197.19000244140625,151.3800048828125,373.7550048828125
2025-04-04 14:22:00+00:00,196.6699981689453,151.39500427246094,373.1300048828125
2025-04-04 14:23:00+00:00,196.22000122070312,151.1634979248047,371.8999938964844
2025-04-04 14:24:00+00:00,195.78970336914062,151.02999877929688,371.05499267578125
2025-04-04 14:25:00+00:00,195.24000549316406,151.2899932861328,371.6199951171875
2025-04-04 14:26:00+00:00,195.49729919433594,151.24000549316406,371.5150146484375
2025-04-04 14:27:00+00:00,195.20770263671875,151.16000366210938,371.6400146484375
2025-04-04 14:28:00+00:00,195.52499389648438,151.0,371.1099853515625
2025-04-04 14:29:00+00:00,195.27999877929688,150.72340393066406,370.54791259765625
2025-04-04 14:30:00+00:00,196.0050048828125,151.0449981689453,370.8299865722656
2025-04-04 14:31:00+00:00,195.75,150.9199981689453,369.2817077636719
2025-04-04 14:32:00+00:00,195.39500427246094,150.3800048828125,368.6625061035156
2025-04-04 14:33:00+00:00,195.4499969482422,150.2949981689453,369.0350036621094
2025-04-04 14:34:00+00:00,195.2021026611328,150.0800018310547,368.7149963378906
2025-04-04 14:35:00+00:00,195.13499450683594,150.35000610351562,369.07000732421875
2025-04-04 14:36:00+00:00,194.7198944091797,150.02499389648438,368.39569091796875
2025-04-04 14:37:00+00:00,194.77999877929688,150.28500366210938,368.6099853515625
2025-04-04 14:38:00+00:00,194.5449981689453,150.1300048828125,368.2799987792969
2025-04-04 14:39:00+00:00,194.42999267578125,150.17999267578125,368.32000732421875
2025-04-04 14:40:00+00:00,194.23989868164062,149.7899932861328,367.6000061035156
2025-04-04 14:41:00+00:00,194.3800048828125,149.7100067138672,368.29998779296875
2025-04-04 14:42:00+00:00,193.94459533691406,149.60000610351562,367.8500061035156
2025-04-04 14:43:00+00:00,193.84840393066406,149.5500030517578,367.74749755859375
2025-04-04 14:44:00+00:00,193.58999633789062,149.27000427246094,367.9200134277344
2025-04-04 14:45:00+00:00,193.13999938964844,149.14500427246094,367.57000732421875
2025-04-04 14:46:00+00:00,192.6685028076172,148.97000122070312,367.0675048828125
2025-04-04 14:47:00+00:00,192.3699951171875,149.02000427246094,366.70001220703125
2025-04-04 14:48:00+00:00,192.58999633789062,149.17999267578125,367.4200134277344
