,AAPL,GOOG,MSFT
2024-11-22 14:30:00+00:00,228.7310028076172,,412.0400085449219
2024-11-22 14:31:00+00:00,228.75999450683594,,411.4649963378906
2024-11-22 14:32:00+00:00,229.00100708007812,,412.2300109863281
2024-11-22 14:33:00+00:00,228.97000122070312,,412.635009765625
2024-11-22 14:34:00+00:00,228.77999877929688,,412.8099060058594
2024-11-22 14:35:00+00:00,229.00999450683594,,413.9849853515625
2024-11-22 14:36:00+00:00,229.0904998779297,,413.989990234375
2024-11-22 14:37:00+00:00,229.44000244140625,,413.7200012207031
2024-11-22 14:38:00+00:00,229.72999572753906,,413.5050048828125
2024-11-22 14:39:00+00:00,229.9698944091797,,414.3299865722656
2024-11-22 14:40:00+00:00,230.02999877929688,,414.32000732421875
2024-11-22 14:41:00+00:00,229.8699951171875,,414.7900085449219
2024-11-22 14:42:00+00:00,229.8699951171875,,415.2200012207031
2024-11-22 14:43:00+00:00,229.9499969482422,,415.0199890136719
2024-11-22 14:44:00+00:00,229.98500061035156,,415.30999755859375
2024-11-22 14:45:00+00:00,229.74009704589844,,415.3699951171875
2024-11-22 14:46:00+00:00,229.74749755859375,,415.2598876953125
2024-11-22 14:48:00+00:00,229.9250030517578,,414.8500061035156
2024-11-22 14:49:00+00:00,229.80999755859375,,414.70001220703125
2024-11-22 14:50:00+00:00,229.5800018310547,,414.0
2024-11-22 14:51:00+00:00,229.63499450683594,,413.7200927734375
2024-11-22 14:52:00+00:00,229.53970336914062,,413.239990234375
2024-11-22 14:53:00+00:00,229.49000549316406,,413.4800109863281
2024-11-22 14:54:00+00:00,229.5500030517578,,413.6351013183594
2024-11-22 14:55:00+00:00,229.65469360351562,,413.6400146484375
2024-11-22 14:56:00+00:00,229.6699981689453,,414.1700134277344
2024-11-22 14:57:00+00:00,229.6300048828125,,414.20001220703125
2024-11-22 14:58:00+00:00,229.75999450683594,,414.6099853515625
2024-11-22 14:59:00+00:00,229.88999938964844,,414.79998779296875
2024-11-22 15:00:00+00:00,229.6501007080078,,414.2699890136719
2024-11-22 15:01:00+00:00,229.75999450683594,,414.4150085449219
2024-11-22 15:02:00+00:00,229.6999969482422,,414.32000732421875
2024-11-22 15:03:00+00:00,229.6300048828125,,413.8800964355469
2024-11-22 15:04:00+00:00,229.46719360351562,,413.6625061035156
2024-11-22 15:05:00+00:00,229.42250061035156,,413.4599914550781
2024-11-22 15:06:00+00:00,229.55999755859375,,413.5299987792969
2024-11-22 15:07:00+00:00,229.4600067138672,,413.239990234375
2024-11-22 15:08:00+00:00,229.53750610351562,,413.1899108886719
2024-11-22 15:09:00+00:00,229.30999755859375,,412.8999938964844
2024-11-22 15:10:00+00:00,229.39999389648438,,412.70001220703125
2024-11-22 15:11:00+00:00,229.27999877929688,,412.5199890136719
2024-11-22 15:12:00+00:00,229.47999572753906,,413.0498962402344
2024-11-22 15:13:00+00:00,229.49000549316406,,413.29998779296875
2024-11-22 15:14:00+00:00,229.4199981689453,,413.1842041015625
2024-11-22 15:15:00+00:00,229.38999938964844,,413.04998779296875
2024-11-22 15:16:00+00:00,229.36000061035156,,412.8890075683594
2024-11-22 15:17:00+00:00,229.42999267578125,,413.0899963378906
2024-11-22 15:18:00+00:00,229.47999572753906,,412.7900085449219
2024-11-22 15:19:00+00:00,229.35000610351562,,412.56500244140625
2024-11-22 15:20:00+00:00,229.43089294433594,,413.0093994140625
2024-11-22 15:21:00+00:00,229.27000427246094,,412.57501220703125
2024-11-22 15:22:00+00:00,229.04989624023438,,412.19720458984375
2024-11-22 15:23:00+00:00,229.22000122070312,,412.8999938964844
2024-11-22 15:24:00+00:00,229.22999572753906,,412.9599914550781
2024-11-22 15:25:00+00:00,229.33999633789062,,412.7699890136719
2024-11-22 15:26:00+00:00,229.4250030517578,,412.4700012207031
2024-11-22 15:27:00+00:00,229.40499877929688,,412.2550048828125
2024-11-22 15:28:00+00:00,229.1300048828125,,411.739990234375
2024-11-22 15:29:00+00:00,229.27999877929688,,411.9599914550781
2024-11-22 15:30:00+00:00,229.47000122070312,,412.25
2024-11-22 15:31:00+00:00,229.4149932861328,,412.4826965332031
2024-11-22 15:32:00+00:00,229.3300018310547,,412.260009765625
2024-11-22 15:33:00+00:00,229.16000366210938,,412.0799865722656
2024-11-22 15:34:00+00:00,229.14999389648438,,412.12030029296875
2024-11-22 15:35:00+00:00,229.16000366210938,,412.1300048828125
2024-11-22 15:36:00+00:00,229.14100646972656,,412.1499938964844
2024-11-22 15:37:00+00:00,229.25,,412.57501220703125
2024-11-22 15:38:00+00:00,229.41000366210938,,412.8900146484375
2024-11-22 15:39:00+00:00,229.5399932861328,,413.3299865722656
2024-11-22 15:40:00+00:00,229.75340270996094,,413.4049987792969
2024-11-22 15:41:00+00:00,229.74000549316406,,413.5249938964844
2024-11-22 15:42:00+00:00,229.875,,413.6700134277344
2024-11-22 15:43:00+00:00,229.8000030517578,,413.5198974609375
2024-11-22 15:44:00+00:00,229.8000030517578,,413.5513000488281
2024-11-22 15:45:00+00:00,229.86000061035156,,413.78619384765625
2024-11-22 15:46:00+00:00,229.7100067138672,,413.239990234375
2024-11-22 15:47:00+00:00,229.7050018310547,,413.3699951171875
2024-11-22 15:48:00+00:00,229.6699981689453,,413.3299865722656
2024-11-22 15:49:00+00:00,229.52000427246094,,413.1050109863281
2024-11-22 15:50:00+00:00,229.47999572753906,,413.43499755859375
2024-11-22 15:51:00+00:00,229.39999389648438,,413.3800048828125
2024-11-22 15:52:00+00:00,229.44000244140625,,413.3399963378906
2024-11-22 15:53:00+00:00,229.4199981689453,,413.3800048828125
2024-11-22 15:54:00+00:00,229.47999572753906,,413.345703125
2024-11-22 15:55:00+00:00,229.3300018310547,,413.21990966796875
2024-11-22 15:56:00+00:00,229.3699951171875,,413.3004150390625
2024-11-22 15:57:00+00:00,229.34649658203125,,413.1383056640625
2024-11-22 15:58:00+00:00,229.3000946044922,,413.0899963378906
2024-11-22 15:59:00+00:00,229.35499572753906,,413.0504150390625
2024-11-22 16:00:00+00:00,229.60000610351562,,413.3800048828125
2024-11-22 16:01:00+00:00,229.56809997558594,,413.2200012207031
2024-11-22 16:02:00+00:00,229.4199981689453,,412.9106140136719
2024-11-22 16:03:00+00:00,229.49000549316406,,412.8800048828125
2024-11-22 16:04:00+00:00,229.47230529785156,,412.8699951171875
2024-11-22 16:05:00+00:00,229.54859924316406,,413.010009765625
2024-11-22 16:06:00+00:00,229.4674072265625,,413.0519104003906
2024-11-22 16:07:00+00:00,229.44000244140625,,413.0199890136719
2024-11-22 16:08:00+00:00,229.35499572753906,,412.9700012207031
2024-11-22 16:09:00+00:00,229.34689331054688,,412.7650146484375
2024-11-22 16:10:00+00:00,229.30999755859375,,412.7049865722656
2024-11-22 16:11:00+00:00,229.38999938964844,,412.7900085449219
2024-11-22 16:12:00+00:00,229.38999938964844,,412.7300109863281
2024-11-22 16:13:00+00:00,229.22999572753906,,412.4208984375
2024-11-22 16:14:00+00:00,229.27000427246094,,412.3901062011719
2024-11-22 16:16:00+00:00,229.20370483398438,,412.3999938964844
2024-11-22 16:17:00+00:00,229.27999877929688,,412.5
2024-11-22 16:18:00+00:00,229.18150329589844,,412.4775085449219
2024-11-22 16:19:00+00:00,229.0800018310547,,412.3900146484375
2024-11-22 16:20:00+00:00,228.89500427246094,,412.0199890136719
2024-11-22 16:21:00+00:00,229.11000061035156,,412.3599853515625
2024-11-22 16:22:00+00:00,229.2200927734375,,412.37969970703125
2024-11-22 16:23:00+00:00,229.42999267578125,,412.5874938964844
2024-11-22 16:24:00+00:00,229.3988037109375,,412.65618896484375
2024-11-22 16:25:00+00:00,229.25,,412.3299865722656
2024-11-22 16:26:00+00:00,229.14999389648438,,412.1700134277344
2024-11-22 16:27:00+00:00,229.3000030517578,,412.3399963378906
2024-11-22 16:28:00+00:00,229.42999267578125,,412.7749938964844
2024-11-22 16:29:00+00:00,229.47999572753906,,413.04998779296875
2024-11-22 16:30:00+00:00,229.44000244140625,,412.7950134277344
2024-11-22 16:31:00+00:00,229.34500122070312,,412.80499267578125
2024-11-22 16:32:00+00:00,229.3800048828125,,412.8399963378906
2024-11-22 16:33:00+00:00,229.28269958496094,,412.47039794921875
2024-11-22 16:34:00+00:00,229.30499267578125,,412.56500244140625
2024-11-22 16:35:00+00:00,229.3800048828125,,412.7300109863281
2024-11-22 16:36:00+00:00,229.35000610351562,,412.6997985839844
