,AAPL,GOOG,MSFT
2025-02-03 14:30:00+00:00,231.03399658203125,,410.7200012207031
2025-02-03 14:31:00+00:00,230.85000610351562,,411.2900085449219
2025-02-03 14:32:00+00:00,230.6199951171875,,413.32000732421875
2025-02-03 14:33:00+00:00,230.25,,412.8500061035156
2025-02-03 14:34:00+00:00,230.07269287109375,,412.93499755859375
2025-02-03 14:35:00+00:00,230.07000732421875,,414.1216125488281
2025-02-03 14:36:00+00:00,231.0800018310547,,413.6099853515625
2025-02-03 14:37:00+00:00,231.08580017089844,,413.5
2025-02-03 14:38:00+00:00,231.72999572753906,,414.3900146484375
2025-02-03 14:39:00+00:00,231.4499969482422,,414.4700012207031
2025-02-03 14:40:00+00:00,230.8000030517578,,413.32000732421875
2025-02-03 14:41:00+00:00,230.55999755859375,,413.0
2025-02-03 14:42:00+00:00,230.2239990234375,,413.4200134277344
2025-02-03 14:43:00+00:00,229.80499267578125,,413.29998779296875
2025-02-03 14:44:00+00:00,230.17999267578125,,412.75
2025-02-03 14:45:00+00:00,229.75,,412.5
2025-02-03 14:46:00+00:00,229.97999572753906,,411.9599914550781
2025-02-03 14:47:00+00:00,229.8350067138672,,412.0299987792969
2025-02-03 14:48:00+00:00,229.7100067138672,,412.0284118652344
2025-02-03 14:49:00+00:00,229.93499755859375,,412.0150146484375
2025-02-03 14:50:00+00:00,229.97000122070312,,411.7699890136719
2025-02-03 14:51:00+00:00,230.3144073486328,,412.54998779296875
2025-02-03 14:52:00+00:00,229.8300018310547,,412.2716979980469
2025-02-03 14:53:00+00:00,229.5850067138672,,411.7701110839844
2025-02-03 14:54:00+00:00,229.35000610351562,,412.0799865722656
2025-02-03 14:55:00+00:00,229.13059997558594,,411.9100036621094
2025-02-03 14:56:00+00:00,229.0800018310547,,412.0700988769531
2025-02-03 14:57:00+00:00,228.84010314941406,,411.32000732421875
2025-02-03 14:58:00+00:00,228.82000732421875,,411.5882873535156
2025-02-03 14:59:00+00:00,228.83999633789062,,411.3699951171875
2025-02-03 15:00:00+00:00,228.32000732421875,,411.2749938964844
2025-02-03 15:01:00+00:00,227.94500732421875,,410.07000732421875
2025-02-03 15:02:00+00:00,227.7949981689453,,409.7699890136719
2025-02-03 15:03:00+00:00,227.91969299316406,,410.07000732421875
2025-02-03 15:04:00+00:00,227.61500549316406,,410.2550048828125
2025-02-03 15:05:00+00:00,227.57000732421875,,410.3883056640625
2025-02-03 15:06:00+00:00,227.77000427246094,,410.1000061035156
2025-02-03 15:07:00+00:00,227.77000427246094,,410.0799865722656
2025-02-03 15:08:00+00:00,228.1300048828125,,410.4849853515625
2025-02-03 15:09:00+00:00,227.55999755859375,,410.6199951171875
2025-02-03 15:10:00+00:00,227.02000427246094,,409.8919982910156
2025-02-03 15:11:00+00:00,226.7899932861328,,409.79998779296875
2025-02-03 15:12:00+00:00,226.85499572753906,,409.4049987792969
2025-02-03 15:13:00+00:00,227.12950134277344,,409.6400146484375
2025-02-03 15:14:00+00:00,226.639892578125,,409.25
2025-02-03 15:15:00+00:00,227.0749969482422,,408.79998779296875
2025-02-03 15:16:00+00:00,227.3249969482422,,408.95001220703125
2025-02-03 15:17:00+00:00,227.2593994140625,,408.7900085449219
2025-02-03 15:18:00+00:00,226.7917938232422,,408.92999267578125
2025-02-03 15:19:00+00:00,227.19500732421875,,409.010009765625
2025-02-03 15:20:00+00:00,227.22500610351562,,409.47210693359375
2025-02-03 15:21:00+00:00,227.8144073486328,,410.7300109863281
2025-02-03 15:22:00+00:00,227.7899932861328,,410.6700134277344
2025-02-03 15:23:00+00:00,227.7949981689453,,410.3349914550781
2025-02-03 15:24:00+00:00,228.4600067138672,,411.07000732421875
2025-02-03 15:25:00+00:00,229.00010681152344,,411.1317138671875
