,AAPL,GOOG,MSFT
2024-12-11 14:30:00+00:00,,187.27999877929688,445.2699890136719
2024-12-11 14:31:00+00:00,,187.94000244140625,445.4750061035156
2024-12-11 14:32:00+00:00,,188.6999969482422,445.7300109863281
2024-12-11 14:33:00+00:00,,189.16000366210938,445.8399963378906
2024-12-11 14:34:00+00:00,,189.76939392089844,445.8500061035156
2024-12-11 14:35:00+00:00,,190.58999633789062,445.81500244140625
2024-12-11 14:36:00+00:00,,191.35499572753906,445.739990234375
2024-12-11 14:37:00+00:00,,190.8300018310547,444.2749938964844
2024-12-11 14:38:00+00:00,,191.0601043701172,444.45001220703125
2024-12-11 14:39:00+00:00,,191.97430419921875,445.2250061035156
2024-12-11 14:40:00+00:00,,191.9499969482422,445.9800109863281
2024-12-11 14:41:00+00:00,,191.6999969482422,445.8450012207031
2024-12-11 14:42:00+00:00,,190.88760375976562,444.7814025878906
2024-12-11 14:43:00+00:00,,191.14999389648438,444.5299987792969
2024-12-11 14:44:00+00:00,,191.52999877929688,445.01971435546875
2024-12-11 14:45:00+00:00,,191.75,444.760009765625
2024-12-11 14:46:00+00:00,,191.67999267578125,445.4599914550781
2024-12-11 14:47:00+00:00,,191.75,445.8800048828125
2024-12-11 14:48:00+00:00,,191.9116973876953,445.4700012207031
2024-12-11 14:49:00+00:00,,192.10000610351562,445.2799987792969
2024-12-11 14:50:00+00:00,,192.36000061035156,445.114990234375
2024-12-11 14:51:00+00:00,,192.67999267578125,445.5799865722656
2024-12-11 14:52:00+00:00,,192.72999572753906,445.5090026855469
2024-12-11 14:53:00+00:00,,193.30299377441406,445.5404968261719
2024-12-11 14:54:00+00:00,,193.2050018310547,445.5150146484375
2024-12-11 14:55:00+00:00,,193.0800018310547,445.4949951171875
2024-12-11 14:56:00+00:00,,193.60000610351562,445.92999267578125
2024-12-11 14:57:00+00:00,,193.69000244140625,445.7950134277344
2024-12-11 14:58:00+00:00,,193.90159606933594,445.69500732421875
2024-12-11 14:59:00+00:00,,194.5,446.135009765625
2024-12-11 15:00:00+00:00,,194.33999633789062,445.8999938964844
2024-12-11 15:01:00+00:00,,194.44869995117188,446.45001220703125
2024-12-11 15:02:00+00:00,,193.94000244140625,446.4150085449219
2024-12-11 15:03:00+00:00,,193.7097930908203,446.1600036621094
2024-12-11 15:04:00+00:00,,194.49000549316406,446.8800048828125
2024-12-11 15:05:00+00:00,,194.88189697265625,447.5140075683594
2024-12-11 15:06:00+00:00,,194.80470275878906,447.44000244140625
2024-12-11 15:07:00+00:00,,195.0,447.79998779296875
2024-12-11 15:08:00+00:00,,194.57000732421875,447.385009765625
2024-12-11 15:09:00+00:00,,194.7949981689453,447.239990234375
2024-12-11 15:10:00+00:00,,194.66000366210938,447.3631896972656
2024-12-11 15:11:00+00:00,,194.05999755859375,447.1123962402344
2024-12-11 15:12:00+00:00,,194.07589721679688,447.1700134277344
2024-12-11 15:13:00+00:00,,194.47999572753906,447.3599853515625
2024-12-11 15:14:00+00:00,,194.60000610351562,448.3388977050781
2024-12-11 15:15:00+00:00,,194.4199981689453,448.0
