Datetime,AAPL,GOOG,MSFT
2024-12-20 14:30:00+00:00,248.10000610351562,186.7718048095703,431.29998779296875
2024-12-20 14:31:00+00:00,248.55999755859375,187.12660217285156,430.44000244140625
2024-12-20 14:32:00+00:00,247.9600067138672,186.42999267578125,430.5150146484375
2024-12-20 14:33:00+00:00,247.4705047607422,186.86900329589844,430.3800048828125
2024-12-20 14:34:00+00:00,247.08999633789062,186.81500244140625,429.7799987792969
2024-12-20 14:35:00+00:00,246.61000061035156,186.41000366210938,429.4100036621094
2024-12-20 14:36:00+00:00,246.44000244140625,187.07000732421875,429.6737976074219
2024-12-20 14:37:00+00:00,246.9199981689453,187.05999755859375,429.57000732421875
2024-12-20 14:38:00+00:00,246.85000610351562,187.50999450683594,430.94000244140625
2024-12-20 14:39:00+00:00,247.36000061035156,188.19000244140625,431.885009765625
2024-12-20 14:40:00+00:00,247.67999267578125,187.8800048828125,430.69000244140625
2024-12-20 14:41:00+00:00,247.4199981689453,187.91000366210938,431.0150146484375
2024-12-20 14:42:00+00:00,247.2100067138672,187.94000244140625,430.6499938964844
2024-12-20 14:43:00+00:00,246.97999572753906,187.35000610351562,430.0574951171875
2024-12-20 14:44:00+00:00,247.1999969482422,187.5699005126953,429.94000244140625
2024-12-20 14:45:00+00:00,247.26119995117188,187.61000061035156,430.0
2024-12-20 14:46:00+00:00,247.1750030517578,187.44000244140625,430.6199951171875
2024-12-20 14:47:00+00:00,246.89999389648438,187.88999938964844,430.9599914550781
2024-12-20 14:48:00+00:00,246.7899932861328,187.42999267578125,430.4729919433594
2024-12-20 14:49:00+00:00,246.99620056152344,187.2899932861328,429.989990234375
2024-12-20 14:50:00+00:00,246.52999877929688,187.02000427246094,429.7300109863281
2024-12-20 14:51:00+00:00,246.72999572753906,187.1999969482422,429.6600036621094
2024-12-20 14:52:00+00:00,246.85000610351562,187.27000427246094,430.07000732421875
2024-12-20 14:53:00+00:00,247.0,187.16000366210938,430.4425048828125
2024-12-20 14:54:00+00:00,246.9600067138672,187.1300048828125,430.260009765625
2024-12-20 14:55:00+00:00,247.1199951171875,186.8800048828125,429.94000244140625
2024-12-20 14:56:00+00:00,247.11000061035156,187.02000427246094,429.93499755859375
2024-12-20 14:57:00+00:00,246.66000366210938,187.0050048828125,429.71990966796875
2024-12-20 14:58:00+00:00,246.75,187.11410522460938,429.55999755859375
2024-12-20 14:59:00+00:00,246.831298828125,187.14999389648438,429.1099853515625
2024-12-20 15:00:00+00:00,246.85499572753906,187.3000030517578,429.75
2024-12-20 15:01:00+00:00,247.13999938964844,187.28799438476562,430.1499938964844
2024-12-20 15:02:00+00:00,247.14999389648438,187.52999877929688,430.6709899902344
2024-12-20 15:03:00+00:00,247.2899932861328,187.72999572753906,430.67999267578125
2024-12-20 15:04:00+00:00,247.60000610351562,187.9199981689453,431.3999938964844
2024-12-20 15:05:00+00:00,247.9095001220703,188.16000366210938,430.92999267578125
2024-12-20 15:06:00+00:00,248.05999755859375,188.36000061035156,431.5
2024-12-20 15:07:00+00:00,248.02000427246094,188.27999877929688,430.5150146484375
